cloud,strength_scale,mode,method,step,time,total_strength_drift,total_strength_drift_abs,linear_impulse_drift,linear_impulse_drift_abs,angular_impulse_drift,angular_impulse_drift_abs,energy_drift,energy_drift_abs
single_ring,0.75,MIXED,reuse_stage_gradients,12,0.048,3.0595858903762025e-19,1.4417958834349295e-18,1.6597711706868586e-18,3.910743687352474e-18,8.707683130296861e-17,1.3677996675964197e-16,0.0,0.0
single_ring,0.75,MIXED,reuse_stage_gradients,13,0.052000000000000005,3.2866405245608053e-19,1.5487928590426096e-18,1.525287352259817e-18,3.593873655354651e-18,6.042813356688891e-17,9.492029024194049e-17,0.0,0.0
single_ring,0.75,MIXED,reuse_stage_gradients,14,0.056,3.5136920049823994e-19,1.6557883484744846e-18,1.3690903356353609e-18,3.2258431053996254e-18,2.572245687332712e-17,4.040474077276238e-17,0.0,0.0
single_ring,0.75,MIXED,reuse_stage_gradients,15,0.06,3.7407389060386875e-19,1.762781679931299e-18,1.6026575203291101e-18,3.776172819064775e-18,9.039942724947316e-17,1.4199908826783493e-16,0.0,0.0
single_ring,0.75,MIXED,reuse_stage_gradients,16,0.064,3.967781318968405e-19,1.8697728964082943e-18,2.4146078395353583e-18,5.689285687488452e-18,7.345271712416098e-17,1.1537925825173667e-16,0.0,0.0
single_ring,0.75,MIXED,reuse_stage_gradients,17,0.068,4.1948189976463688e-19,1.97676188192171e-18,3.14085874604102e-18,7.400474071894289e-18,6.174423133738621e-17,9.698761178554061e-17,0.0,0.0
single_ring,0.75,MIXED,reuse_stage_gradients,18,0.07200000000000001,4.421851159768804e-19,2.083748267819577e-18,1.8841219584588107e-18,4.43935777737106e-18,9.203107854676142e-17,1.4456208013222543e-16,0.0,0.0
single_ring,0.75,MIXED,reuse_stage_gradients,19,0.076,4.6488773016843545e-19,2.190731816761786e-18,2.076290055626625e-18,4.892143189108611e-18,2.3980239025918804e-17,3.7668071377576884e-17,0.0,0.0
single_ring,0.75,MIXED,reuse_stage_gradients,20,0.08,4.875896845964354e-19,2.297712256641489e-18,2.0404149874832252e-18,4.807614551213858e-18,8.055997403393508e-17,1.2654331129919746e-16,0.0,0.0
single_ring,2.0,DIRECT,fractional_x_gamma,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
single_ring,2.0,DIRECT,fractional_x_gamma,1,0.004,4.4176539184851716e-18,5.551387638566071e-17,5.889228648744402e-19,3.700311491641191e-18,8.615109620503344e-17,3.6086886791525405e-16,0.0,0.0
single_ring,2.0,DIRECT,fractional_x_gamma,2,0.008,4.417442593154638e-18,5.551122079323702e-17,1.0812332173671594e-18,6.7935886649958474e-18,9.818594000501758e-17,4.1128030374076184e-16,0.0,0.0
single_ring,2.0,DIRECT,fractional_x_gamma,3,0.012,4.417814641616609e-18,5.551589609209666e-17,1.7255829200024726e-18,1.0842157249279582e-17,7.986259947897716e-17,3.345276744263182e-16,0.0,0.0
single_ring,2.0,DIRECT,fractional_x_gamma,4,0.016,4.418769916515609e-18,5.552790043051609e-17,2.2456177235773863e-18,1.4109632286323503e-17,8.619366695233273e-17,3.6104718784455175e-16,0.0,0.0
single_ring,2.0,DIRECT,fractional_x_gamma,5,0.02,4.420308039727615e-18,5.554722905684869e-17,1.9196627669999806e-18,1.2061596892353987e-17,5.854852711808076e-17,2.4524749689688704e-16,0.0,0.0
single_ring,2.0,DIRECT,fractional_x_gamma,6,0.024,4.422428403107703e-18,5.557387432892e-17,3.1460632161930142e-18,1.97672981754421e-17,7.846876444060363e-17,3.2868919187049114e-16,0.0,0.0
single_ring,2.0,DIRECT,fractional_x_gamma,7,0.028,4.425130169690249e-18,5.560782572910976e-17,3.48590086749811e-18,2.19025611129487e-17,5.014319575661007e-17,2.1003932722197475e-16,0.0,0.0
single_ring,2.0,DIRECT,fractional_x_gamma,8,0.032,4.428412275336151e-18,5.564906988505165e-17,4.025886622494888e-18,2.529539167483073e-17,7.379178846187898e-17,3.090983207027881e-16,0.0,0.0
single_ring,2.0,DIRECT,fractional_x_gamma,9,0.036000000000000004,4.43227343081955e-18,5.569759059585571e-17,5.24164645981163e-18,3.293423602171833e-17,3.3638413975299616e-17,1.4090425896428465e-16,0.0,0.0
single_ring,2.0,DIRECT,fractional_x_gamma,10,0.04,4.436918329643745e-18,5.575596011594674e-17,4.833820650840705e-18,3.037179089090358e-17,1.1497581286827709e-16,4.816095587299921e-16,0.0,0.0
single_ring,2.0,DIRECT,fractional_x_gamma,11,0.044,4.442190140846564e-18,5.58222076493303e-17,7.190457835620859e-18,4.5178979024667304e-17,7.238376506606543e-17,3.032004060942942e-16,0.0,0.0
single_ring,2.0,DIRECT,fractional_x_gamma,12,0.048,4.448086635404738e-18,5.589630518527386e-17,7.42344434908578e-18,4.6642876462841105e-17,2.3862875281582635e-17,9.995657823753262e-17,0.0,0.0
single_ring,2.0,DIRECT,fractional_x_gamma,13,0.052000000000000005,4.454605332666869e-18,5.597822155099261e-17,1.267207189371646e-17,7.962097593412265e-17,1.5368826092050346e-16,6.437678819344599e-16,0.0,0.0
single_ring,2.0,DIRECT,fractional_x_gamma,14,0.056,4.461743505481688e-18,5.606792247609297e-17,9.543851926174225e-18,5.996579019643548e-17,1.0046499770089763e-16,4.208267982934072e-16,0.0,0.0
single_ring,2.0,DIRECT,fractional_x_gamma,15,0.06,4.469778668905157e-18,5.616889531761922e-17,1.2886327650160473e-17,8.096718455499033e-17,5.833061725001532e-17,2.4433471817600825e-16,0.0,0.0
single_ring,2.0,DIRECT,fractional_x_gamma,16,0.064,4.4785309531568154e-18,5.627887976524778e-17,1.3010732583677798e-17,8.174884380540703e-17,1.2830448597869312e-16,5.374405740977026e-16,0.0,0.0
single_ring,2.0,DIRECT,fractional_x_gamma,17,0.068,4.487944730966963e-18,5.639717678609133e-17,1.3313687106025838e-17,8.365236320896785e-17,8.914688550786586e-17,3.7341760080256233e-16,0.0,0.0
single_ring,2.0,DIRECT,fractional_x_gamma,18,0.07200000000000001,4.498015849070661e-18,5.652373418868338e-17,1.6119107636326567e-17,1.0127934026541336e-16,8.14929185783473e-17,3.4135673910043606e-16,0.0,0.0
single_ring,2.0,DIRECT,fractional_x_gamma,19,0.076,4.5087399025907346e-18,5.665849661970484e-17,1.546106821850522e-17,9.714475666381325e-17,1.3876553717462468e-16,5.812597228789896e-16,0.0,0.0
single_ring,2.0,DIRECT,fractional_x_gamma,20,0.08,4.519741992805023e-18,5.679675296287021e-17,1.575965676935366e-17,9.902084385939624e-17,4.1261936412577146e-17,1.7283759507552205e-16,0.0,0.0
single_ring,2.0,DIRECT,coupled_rk3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
single_ring,2.0,DIRECT,coupled_rk3,1,0.004,4.419942720153354e-18,5.554263831568585e-17,4.1193259822078885e-19,2.5882488486891723e-18,8.615125612163075e-17,3.6086953777233043e-16,0.0,0.0
single_ring,2.0,DIRECT,coupled_rk3,2,0.008,4.4185249031140474e-18,5.552482150130658e-17,8.517091851680714e-19,5.351446638237924e-18,9.81860143716768e-17,4.112806152470956e-16,0.0,0.0
single_ring,2.0,DIRECT,coupled_rk3,3,0.012,4.417690031339606e-18,5.551433019317347e-17,1.7823522324805314e-18,1.119884935934041e-17,7.986255826940938e-17,3.3452750180808437e-16,0.0,0.0
single_ring,2.0,DIRECT,coupled_rk3,4,0.016,4.417438435350469e-18,5.551116854472889e-17,2.0250364911975795e-18,1.2723679527995134e-17,8.61935460376534e-17,3.610466813583274e-16,0.0,0.0
single_ring,2.0,DIRECT,coupled_rk3,5,0.02,4.417770214800879e-18,5.551533780826498e-17,2.1452725298270446e-18,1.3479144839305267e-17,5.854752010607797e-17,2.4524327873487366e-16,0.0,0.0
single_ring,2.0,DIRECT,coupled_rk3,6,0.024,4.4186852382816285e-18,5.552683633244492e-17,3.3310038941326122e-18,2.0929314725772014e-17,7.84684145512021e-17,3.2868772625719327e-16,0.0,0.0
single_ring,2.0,DIRECT,coupled_rk3,7,0.028,4.420183143580148e-18,5.554565956557132e-17,4.032731386140866e-18,2.5338398593202254e-17,5.014316988704476e-17,2.10039218859793e-16,0.0,0.0
single_ring,2.0,DIRECT,coupled_rk3,8,0.032,4.4222633383967684e-18,5.557180006458704e-17,4.181558912720305e-18,2.6273509521510066e-17,7.379100522461827e-17,3.090950398862224e-16,0.0,0.0
single_ring,2.0,DIRECT,coupled_rk3,9,0.036000000000000004,4.4249250015138244e-18,5.560524750976654e-17,4.594661511037802e-18,2.8869109697616273e-17,3.3638177062485445e-17,1.4090326658620927e-16,0.0,0.0
single_ring,2.0,DIRECT,coupled_rk3,10,0.04,4.428192710800973e-18,5.564631075572883e-17,4.8316950345472185e-18,3.0358435249839644e-17,1.1497411189123357e-16,4.816024336940137e-16,0.0,0.0
single_ring,2.0,DIRECT,coupled_rk3,11,0.044,4.432197696894713e-18,5.569663889528812e-17,6.0366045482406956e-18,3.79291050027594e-17,7.238206112920892e-17,3.0319326866028004e-16,0.0,0.0
single_ring,2.0,DIRECT,coupled_rk3,12,0.048,4.436831600348697e-18,5.575487024348205e-17,8.56172351080688e-18,5.3794895367235805e-17,2.3858923164858748e-17,9.994002364971143e-17,0.0,0.0
single_ring,2.0,DIRECT,coupled_rk3,13,0.052000000000000005,4.442092452940709e-18,5.582098006690078e-17,1.2599197752163932e-17,7.91630941986465e-17,1.5368806022544798e-16,6.437670412649774e-16,0.0,0.0
single_ring,2.0,DIRECT,coupled_rk3,14,0.056,4.447978030096245e-18,5.589494041071665e-17,1.0543956467503467e-17,6.624963235615896e-17,1.00464468385491e-16,4.208245811022167e-16,0.0,0.0
single_ring,2.0,DIRECT,coupled_rk3,15,0.06,4.454533249659226e-18,5.597731572920357e-17,1.3216774931576832e-17,8.304344605838303e-17,5.833097509406816e-17,2.443362171096716e-16,0.0,0.0
single_ring,2.0,DIRECT,coupled_rk3,16,0.064,4.461975655688801e-18,5.607083976163375e-17,1.3795558134878172e-17,8.668004817740835e-17,1.2830312136003692e-16,5.3743485799644215e-16,0.0,0.0
single_ring,2.0,DIRECT,coupled_rk3,17,0.068,4.47008694457342e-18,5.6172769223918e-17,1.3426064944803495e-17,8.435845399442822e-17,8.914480877952518e-17,3.734089018232309e-16,0.0,0.0
single_ring,2.0,DIRECT,coupled_rk3,18,0.07200000000000001,4.478863482243934e-18,5.628305844899657e-17,1.5587197309538033e-17,9.793724911539856e-17,8.149275984865783e-17,3.413560742150676e-16,0.0,0.0
single_ring,2.0,DIRECT,coupled_rk3,19,0.076,4.488301366169287e-18,5.640165839621786e-17,1.4606853900242736e-17,9.177756981012399e-17,1.3876219433619895e-16,5.812457204301357e-16,0.0,0.0
single_ring,2.0,DIRECT,coupled_rk3,20,0.08,4.49832692246116e-18,5.652764325219666e-17,1.5716520391847125e-17,9.87498100060422e-17,4.126258594967548e-17,1.7284031585015718e-16,0.0,0.0
single_ring,2.0,DIRECT,coupled_rk4_reference,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
single_ring,2.0,DIRECT,coupled_rk4_reference,1,0.004,1.4880689393632055e-19,1.8699625791754406e-18,4.729580777970297e-19,2.9716832453261966e-18,7.299662890750346e-17,3.0576756415017753e-16,0.0,0.0
single_ring,2.0,DIRECT,coupled_rk4_reference,2,0.008,2.976137878726411e-19,3.739925158350881e-18,9.459161555940594e-19,5.943366490652393e-18,5.6615114436438e-17,2.371488367942121e-16,0.0,0.0
single_ring,2.0,DIRECT,coupled_rk4_reference,3,0.012,4.464206818089615e-19,5.60988773752632e-18,1.2967639472954077e-18,8.147808180526709e-18,3.617887871198853e-17,1.5154573276893242e-16,0.0,0.0
single_ring,2.0,DIRECT,coupled_rk4_reference,4,0.016,5.952275757452822e-19,7.479850316701762e-18,1.891832311188119e-18,1.1886732981304786e-17,8.241696164142564e-17,3.452273616318594e-16,0.0,0.0
single_ring,2.0,DIRECT,coupled_rk4_reference,5,0.02,7.440344696816025e-19,9.3498128958772e-18,1.6518814221107853e-18,1.0379077080609406e-17,3.982560735717759e-17,1.668211139974143e-16,0.0,0.0
single_ring,2.0,DIRECT,coupled_rk4_reference,6,0.024,8.928413636179231e-19,1.1219775475052642e-17,2.437275236547029e-18,1.5313851955824943e-17,1.770135284397884e-17,7.414725340432629e-17,0.0,0.0
single_ring,2.0,DIRECT,coupled_rk4_reference,7,0.028,1.0416482575542432e-18,1.3089738054228076e-17,2.43568653926383e-18,1.530386987639759e-17,1.441987158878076e-17,6.040181686536241e-17,0.0,0.0
single_ring,2.0,DIRECT,coupled_rk4_reference,8,0.032,1.1904551514905638e-18,1.495970063340352e-17,3.851675581226795e-18,2.420079141998659e-17,8.291997575545238e-17,3.473343822255639e-16,0.0,0.0
single_ring,2.0,DIRECT,coupled_rk4_reference,9,0.036000000000000004,1.3392620454268841e-18,1.6829663212578955e-17,3.713486606099761e-18,2.3332524481854208e-17,1.3394559974591745e-17,5.610700161899374e-17,0.0,0.0
single_ring,2.0,DIRECT,coupled_rk4_reference,10,0.04,1.4880689393632048e-18,1.8699625791754398e-17,4.3757527670860614e-18,2.749366549400556e-17,9.989479134072636e-17,4.184383234772149e-16,0.0,0.0
single_ring,2.0,DIRECT,coupled_rk4_reference,11,0.044,1.6368758332995258e-18,2.0569588370929844e-17,4.493654642292312e-18,2.823446482399039e-17,1.1376622008932157e-16,4.765428283457229e-16,0.0,0.0
single_ring,2.0,DIRECT,coupled_rk4_reference,12,0.048,1.7856827272358463e-18,2.2439550950105284e-17,5.757171951416906e-18,3.617337821604913e-17,1.358488685164685e-17,5.690424097730975e-17,0.0,0.0
single_ring,2.0,DIRECT,coupled_rk4_reference,13,0.052000000000000005,1.9344896211721663e-18,2.430951352928072e-17,7.064798836614448e-18,4.4389440248395333e-17,6.1565257014576e-17,2.5788394553781257e-16,0.0,0.0
single_ring,2.0,DIRECT,coupled_rk4_reference,14,0.056,2.0832965151084868e-18,2.6179476108456157e-17,5.6277907716323545e-18,3.5360452288201276e-17,1.520410321066184e-17,6.368679860138162e-17,0.0,0.0
single_ring,2.0,DIRECT,coupled_rk4_reference,15,0.06,2.232103409044808e-18,2.8049438687631606e-17,7.108496007776741e-18,4.466399767220757e-17,7.738083715352727e-17,3.2413209270686583e-16,0.0,0.0
single_ring,2.0,DIRECT,coupled_rk4_reference,16,0.064,2.3809103029811296e-18,2.991940126680706e-17,7.255652054671336e-18,4.558860638391831e-17,9.323110283656269e-17,3.9052553034322645e-16,0.0,0.0
single_ring,2.0,DIRECT,coupled_rk4_reference,17,0.068,2.5297171969174493e-18,3.178936384598249e-17,9.388068728590815e-18,5.898697549827395e-17,8.433525552979303e-17,3.5326269228135434e-16,0.0,0.0
single_ring,2.0,DIRECT,coupled_rk4_reference,18,0.07200000000000001,2.6785240908537698e-18,3.365932642515793e-17,8.423284916470494e-18,5.2925060025354834e-17,7.786757989683827e-17,3.261709559422978e-16,0.0,0.0
single_ring,2.0,DIRECT,coupled_rk4_reference,19,0.076,2.82733098479009e-18,3.5529289004333366e-17,9.142349078926575e-18,5.744307340581828e-17,1.1734695317848554e-16,4.915417680355674e-16,0.0,0.0
single_ring,2.0,DIRECT,coupled_rk4_reference,20,0.08,2.9761378787264107e-18,3.739925158350881e-17,1.1626596259417556e-17,7.305205878968153e-17,3.175313943825205e-17,1.3300723945016663e-16,0.0,0.0
single_ring,2.0,DIRECT,reuse_stage_gradients,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
single_ring,2.0,DIRECT,reuse_stage_gradients,1,0.004,4.434031513612735e-18,5.57196833158056e-17,4.897562933019326e-19,3.0772295461734393e-18,8.615204583608358e-17,3.6087284572049503e-16,0.0,0.0
single_ring,2.0,DIRECT,reuse_stage_gradients,2,0.008,4.444165358310278e-18,5.584702896402328e-17,8.049794561080632e-19,5.057835091199597e-18,9.818729210638638e-17,4.1128596740973135e-16,0.0,0.0
single_ring,2.0,DIRECT,reuse_stage_gradients,3,0.012,4.456676879989133e-18,5.600425338238936e-17,1.3943187054496677e-18,8.760762803607013e-18,7.986489728696669e-17,3.3453729946191724e-16,0.0,0.0
single_ring,2.0,DIRECT,reuse_stage_gradients,4,0.016,4.4715459140790385e-18,5.619110317544066e-17,1.809454931033232e-18,1.1369140636671654e-17,8.619626027025985e-17,3.6105805070928274e-16,0.0,0.0
single_ring,2.0,DIRECT,reuse_stage_gradients,5,0.02,4.488749003450233e-18,5.640728357219103e-17,2.2884515376665224e-18,1.4378765077658826e-17,5.855245238901022e-17,2.4526393903330746e-16,0.0,0.0
single_ring,2.0,DIRECT,reuse_stage_gradients,6,0.024,4.5082570656972525e-18,5.665242911235506e-17,2.5800604624332745e-18,1.621099798919572e-17,7.847440156699094e-17,3.287128046102854e-16,0.0,0.0
single_ring,2.0,DIRECT,reuse_stage_gradients,7,0.028,4.530039318315569e-18,5.692615297157242e-17,3.2924438589506767e-18,2.068703487927255e-17,5.0152274752660246e-17,2.1007735723169902e-16,0.0,0.0
single_ring,2.0,DIRECT,reuse_stage_gradients,8,0.032,4.55406102907042e-18,5.722801869170882e-17,3.681557022386624e-18,2.313190499060346e-17,7.379951680180923e-17,3.0913069309738714e-16,0.0,0.0
single_ring,2.0,DIRECT,reuse_stage_gradients,9,0.036000000000000004,4.5802903343795845e-18,5.755762586318096e-17,4.591938902078754e-18,2.885200304100759e-17,3.36636635404093e-17,1.4101002409529122e-16,0.0,0.0
single_ring,2.0,DIRECT,reuse_stage_gradients,10,0.04,4.608688486017118e-18,5.791448756142098e-17,5.875124631541751e-18,3.691449676275201e-17,1.1498072778999046e-16,4.816301463059223e-16,0.0,0.0
single_ring,2.0,DIRECT,reuse_stage_gradients,11,0.044,4.6392090972040264e-18,5.829802087297243e-17,5.674972274729533e-18,3.565690241523212e-17,7.239414643190912e-17,3.0324389145785253e-16,0.0,0.0
single_ring,2.0,DIRECT,reuse_stage_gradients,12,0.048,4.671801223625418e-18,5.870758561269367e-17,6.952106585361114e-18,4.36813739510874e-17,2.3914452474166644e-17,1.001726242766189e-16,0.0,0.0
single_ring,2.0,DIRECT,reuse_stage_gradients,13,0.052000000000000005,4.706409466753565e-18,5.914248562215382e-17,8.088319195972185e-18,5.0820408331911035e-17,1.5369824197760823e-16,6.438096904886938e-16,0.0,0.0
single_ring,2.0,DIRECT,reuse_stage_gradients,14,0.056,4.742975118009342e-18,5.960198314758933e-17,9.553066706636539e-18,6.002368836964518e-17,1.0048122804209136e-16,4.2089478378761984e-16,0.0,0.0
single_ring,2.0,DIRECT,reuse_stage_gradients,15,0.06,4.781429697234417e-18,6.008521764195085e-17,9.615093551181243e-18,6.041341452793918e-17,5.835962174700725e-17,2.444562119289028e-16,0.0,0.0
single_ring,2.0,DIRECT,reuse_stage_gradients,16,0.064,4.821706413762482e-18,6.0591349788972e-17,1.1299937021974894e-17,7.099959826852731e-17,1.2830891188550616e-16,5.374591132928083e-16,0.0,0.0
single_ring,2.0,DIRECT,reuse_stage_gradients,17,0.068,4.863743057005826e-18,6.111959782735146e-17,1.1745230789149869e-17,7.379746152381976e-17,8.916316434634661e-17,3.734857894417358e-16,0.0,0.0
single_ring,2.0,DIRECT,reuse_stage_gradients,18,0.07200000000000001,4.907475474769433e-18,6.166915559683094e-17,1.4332134885997998e-17,9.00514593362186e-17,8.15197640679602e-17,3.4146918922436923e-16,0.0,0.0
single_ring,2.0,DIRECT,reuse_stage_gradients,19,0.076,4.9528387173572126e-18,6.223920691545805e-17,1.3690173554917473e-17,8.601789733299599e-17,1.3878062841335168e-16,5.813229369119474e-16,0.0,0.0
single_ring,2.0,DIRECT,reuse_stage_gradients,20,0.08,4.999767014921144e-18,6.282892529494734e-17,1.6150406187254807e-17,1.0147599486074167e-16,4.1316679033131854e-17,1.7306690042828596e-16,0.0,0.0
single_ring,2.0,TRANSPOSED,fractional_x_gamma,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
single_ring,2.0,TRANSPOSED,fractional_x_gamma,1,0.004,4.417439439001189e-18,5.551118115697581e-17,3.5959043534876827e-19,2.2593733399856917e-18,8.615108421715053e-17,3.6086881770052756e-16,0.0,0.0
single_ring,2.0,TRANSPOSED,fractional_x_gamma,2,0.008,4.417449179262869e-18,5.551130355671397e-17,5.652365875376431e-19,3.551486221896847e-18,9.818594148099058e-17,4.112803099233031e-16,0.0,0.0
single_ring,2.0,TRANSPOSED,fractional_x_gamma,3,0.012,4.417509416292735e-18,5.551206051755596e-17,7.177173689082605e-19,4.509551227031973e-18,7.986253139544287e-17,3.3452738923867666e-16,0.0,0.0
single_ring,2.0,TRANSPOSED,fractional_x_gamma,4,0.016,4.417620148025119e-18,5.551345201354387e-17,1.2390443713538354e-18,7.785145389033986e-18,8.61935449607316e-17,3.610466768473279e-16,0.0,0.0
single_ring,2.0,TRANSPOSED,fractional_x_gamma,5,0.02,4.41778137066307e-18,5.55154779969638e-17,1.3592561220518411e-18,8.54045809477003e-18,5.854739830492258e-17,2.45242768535387e-16,0.0,0.0
single_ring,2.0,TRANSPOSED,fractional_x_gamma,6,0.024,4.4179930786790055e-18,5.551813839835406e-17,9.343560194048808e-19,5.870732012799551e-18,7.846830065981055e-17,3.286872491900479e-16,0.0,0.0
single_ring,2.0,TRANSPOSED,fractional_x_gamma,7,0.028,4.418255264815651e-18,5.55214331265171e-17,1.551086740192808e-18,9.745765416140531e-18,5.014280925625664e-17,2.1003770825308017e-16,0.0,0.0
single_ring,2.0,TRANSPOSED,fractional_x_gamma,8,0.032,4.418567920087296e-18,5.552536206853513e-17,2.3478416649901517e-18,1.475192425305018e-17,7.392252589978554e-17,3.096459524020899e-16,0.0,0.0
single_ring,2.0,TRANSPOSED,fractional_x_gamma,9,0.036000000000000004,4.418931033781317e-18,5.552992508978934e-17,3.1183046902054082e-18,1.959288621280781e-17,3.3634517988080935e-17,1.4088793949118507e-16,0.0,0.0
single_ring,2.0,TRANSPOSED,fractional_x_gamma,10,0.04,4.419344593460029e-18,5.55351220339832e-17,3.418920157636805e-18,2.1481708900883688e-17,1.1497344739867468e-16,4.815996502740918e-16,0.0,0.0
single_ring,2.0,TRANSPOSED,fractional_x_gamma,11,0.044,4.419808584962801e-18,5.554095272316893e-17,2.5020639583995764e-18,1.5720931501039814e-17,7.238125186989554e-17,3.0318987884279506e-16,0.0,0.0
single_ring,2.0,TRANSPOSED,fractional_x_gamma,12,0.048,4.420322992408481e-18,5.554741695777814e-17,4.05121236234895e-18,2.5454517991375224e-17,2.3855041445629237e-17,9.992376394222512e-17,0.0,0.0
single_ring,2.0,TRANSPOSED,fractional_x_gamma,13,0.052000000000000005,4.420887798198116e-18,5.555451451665583e-17,6.4217780520939236e-18,4.0349221502884885e-17,1.5368703022485763e-16,6.437627268085936e-16,0.0,0.0
single_ring,2.0,TRANSPOSED,fractional_x_gamma,14,0.056,4.421502983017946e-18,5.556224515709815e-17,6.4565516083555294e-18,4.056771020066619e-17,1.0046395899559735e-16,4.2082244737481976e-16,0.0,0.0
single_ring,2.0,TRANSPOSED,fractional_x_gamma,15,0.06,4.422168525842716e-18,5.557060861489392e-17,5.109526729027932e-18,3.2104103270469674e-17,5.926257703939165e-17,2.4823850221300263e-16,0.0,0.0
single_ring,2.0,TRANSPOSED,fractional_x_gamma,16,0.064,4.422884403939242e-18,5.557960460436957e-17,6.074073996651086e-18,3.816453249047969e-17,1.2829881992062178e-16,5.374168401691536e-16,0.0,0.0
single_ring,2.0,TRANSPOSED,fractional_x_gamma,17,0.068,4.423650592870299e-18,5.558923281843785e-17,6.9106093074850304e-18,4.342063886444844e-17,8.914281818120935e-17,3.734005636245039e-16,0.0,0.0
single_ring,2.0,TRANSPOSED,fractional_x_gamma,18,0.07200000000000001,4.4244670664987685e-18,5.559949292865005e-17,1.0777729665117227e-17,6.771847267661813e-17,8.148809082211412e-17,3.413365166424154e-16,0.0,0.0
single_ring,2.0,TRANSPOSED,fractional_x_gamma,19,0.076,4.4253337969920874e-18,5.561038458525187e-17,8.947996507663546e-18,5.622192018564585e-17,1.3876214053411644e-16,5.812454950644995e-16,0.0,0.0
single_ring,2.0,TRANSPOSED,fractional_x_gamma,20,0.08,4.426250754826968e-18,5.562190741724272e-17,1.0788333212040176e-17,6.778509672684838e-17,4.12423490284504e-17,1.7275554763275455e-16,0.0,0.0
single_ring,2.0,TRANSPOSED,coupled_rk3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
single_ring,2.0,TRANSPOSED,coupled_rk3,1,0.004,4.4174466026233725e-18,5.55112711777071e-17,2.9751081012322004e-19,1.869315550893312e-18,8.615108505737107e-17,3.608688212200351e-16,0.0,0.0
single_ring,2.0,TRANSPOSED,coupled_rk3,2,0.008,4.4175028991337354e-18,5.551197862052063e-17,5.001896089772154e-19,3.1427840019295427e-18,9.818594586908086e-17,4.1128032830409267e-16,0.0,0.0
single_ring,2.0,TRANSPOSED,coupled_rk3,3,0.012,4.4176096905701e-18,5.551332060128843e-17,7.62768385466457e-19,4.792615112343938e-18,7.986253223369948e-17,3.345273927499578e-16,0.0,0.0
single_ring,2.0,TRANSPOSED,coupled_rk3,4,0.016,4.4177669732705996e-18,5.551529707399413e-17,8.634706239812821e-19,5.425345937780381e-18,8.619356185619642e-17,3.610467476188854e-16,0.0,0.0
single_ring,2.0,TRANSPOSED,coupled_rk3,5,0.02,4.417974741842669e-18,5.551790797087277e-17,1.28261568330193e-18,8.058912016080792e-18,5.854756233160415e-17,2.452434556087441e-16,0.0,0.0
single_ring,2.0,TRANSPOSED,coupled_rk3,6,0.024,4.418232989163976e-18,5.552115320242247e-17,1.0061665227071823e-18,6.321930712049743e-18,7.846831534466667e-17,3.286873107018294e-16,0.0,0.0
single_ring,2.0,TRANSPOSED,coupled_rk3,7,0.028,4.418541706383633e-18,5.552503265741973e-17,1.4366787953123308e-18,9.026919097842906e-18,5.014296220741059e-17,2.1003834893337566e-16,0.0,0.0
single_ring,2.0,TRANSPOSED,coupled_rk3,8,0.032,4.418900882923723e-18,5.552954620293848e-17,2.7755803172099574e-18,1.743948546799046e-17,7.392251549414036e-17,3.096459088150253e-16,0.0,0.0
single_ring,2.0,TRANSPOSED,coupled_rk3,9,0.036000000000000004,4.4193105064811005e-18,5.553469368437285e-17,2.8775514062473105e-18,1.8080188716387058e-17,3.3634466230875344e-17,1.4088772269110927e-16,0.0,0.0
single_ring,2.0,TRANSPOSED,coupled_rk3,10,0.04,4.419770563029504e-18,5.554047492546365e-17,3.4349074696367375e-18,2.158216014474296e-17,1.1497330302368575e-16,4.815990455175524e-16,0.0,0.0
single_ring,2.0,TRANSPOSED,coupled_rk3,11,0.044,4.420281036821951e-18,5.554688972832846e-17,3.0452613632287964e-18,1.913394145396085e-17,7.238074507896593e-17,3.031877560019132e-16,0.0,0.0
single_ring,2.0,TRANSPOSED,coupled_rk3,12,0.048,4.420841910393432e-18,5.555393787349549e-17,4.306580781589179e-18,2.7059045091063106e-17,2.385800809235934e-17,9.993619060298925e-17,0.0,0.0
single_ring,2.0,TRANSPOSED,coupled_rk3,13,0.052000000000000005,4.421453164563896e-18,5.55616191199411e-17,6.4690832459309906e-18,4.0646448801755226e-17,1.536869376759058e-16,6.437623391404507e-16,0.0,0.0
single_ring,2.0,TRANSPOSED,coupled_rk3,14,0.056,4.422114778441512e-18,5.556993320513085e-17,5.9271964897190644e-18,3.7241673896969245e-17,1.0046380219907815e-16,4.20821790587096e-16,0.0,0.0
single_ring,2.0,TRANSPOSED,coupled_rk3,15,0.06,4.422826729426249e-18,5.55788798450643e-17,4.941255730377664e-18,3.104682540412587e-17,5.926203065124601e-17,2.4823621350769014e-16,0.0,0.0
